server_id,server_ip,server_mac,server_location,server_memory_used,server_temperature,server_os,server_start_time
BADIQ-55499,180.252.98.152,34-96-91-89-01-7C,Berlin,90,34,RHEL,11/02/2022 20:43:08
ADLYZ-64927,17.83.179.163,9D-BB-B1-24-44-36,Berlin,14,26,Windows,08/16/2022 04:21:27
JSDRX-70078,200.243.95.82,5E-CC-11-97-E7-6F,Bangalore,77,75,FreeBSD,12/22/2021 11:00:54
VBQXR-03984,29.138.126.50,22-61-86-DB-15-78,Auckland,59,51,RHEL,10/08/2022 11:31:29
OUADF-28514,187.15.71.146,4B-0A-43-1E-7D-42,London,51,23,Windows,12/06/2021 03:01:56
CERLU-70305,83.126.67.242,96-A3-D3-C6-51-AA,Auckland,62,57,FreeBSD,04/22/2022 11:19:19
JRSJD-89865,87.87.8.104,75-CA-10-AF-72-BB,New York,96,35,Fedora,05/22/2021 10:49:00
NIHSS-33881,72.26.229.114,F9-5F-B7-3A-10-8F,Auckland,27,77,Windows,12/20/2021 05:21:33
QFONO-53073,210.221.165.164,54-EA-82-C0-F1-B1,Bangalore,44,69,RHEL,07/17/2021 18:20:43
OHXPW-28754,64.132.151.206,98-D5-3F-D8-77-E1,Berlin,98,69,FreeBSD,05/30/2023 15:52:44
OHDKZ-21264,51.210.182.126,F4-0B-F2-7B-2B-68,Tokyo,50,43,FreeBSD,02/23/2023 15:59:07
DBTSG-69662,193.53.51.215,B2-1E-BD-00-9F-D7,London,28,65,Fedora,05/08/2023 02:40:01
WYMIU-40003,102.193.214.82,E6-AD-57-31-4F-EF,Auckland,93,50,RHEL,02/16/2023 04:05:21
LVONO-33042,148.162.76.81,43-C6-99-A3-04-04,London,12,80,Windows,08/06/2021 17:54:29
CZVWF-50337,74.119.51.10,C7-2E-87-C3-34-A9,Tokyo,2,66,RHEL,03/07/2021 00:13:07
IIWSL-81569,22.242.113.59,87-14-1F-0E-F9-68,Tokyo,34,45,FreeBSD,03/29/2023 10:18:52
UEKHF-34597,99.109.26.149,07-8C-BE-6C-59-A0,Auckland,80,84,Fedora,02/02/2023 01:53:29
VSTPG-99706,9.245.207.219,88-6A-21-65-68-52,Bangalore,58,74,FreeBSD,03/17/2021 02:58:39
YEZUK-62152,29.253.113.16,D7-95-02-EB-E6-04,Bangalore,76,47,Fedora,07/24/2022 07:11:36
BOEFP-54934,97.29.209.62,F2-CF-DE-D4-4B-15,Berlin,92,61,FreeBSD,08/07/2022 23:57:49
TZMDP-99771,195.175.94.128,C8-92-10-10-48-8E,London,44,35,Windows,05/25/2023 19:56:09
WSUBC-08438,171.219.3.31,BE-B2-FF-9B-38-CF,Auckland,64,53,Fedora,01/02/2022 07:50:02
ZHTLN-09953,213.125.52.169,A9-D4-9D-4D-AE-BA,Tokyo,85,60,FreeBSD,01/03/2023 02:26:05
UFZVA-21074,64.168.150.32,4E-3F-5C-52-22-B0,Tokyo,15,80,RHEL,05/12/2021 14:24:37
LQXWC-31822,17.33.73.77,94-D9-B8-96-FF-47,Auckland,32,37,RHEL,12/07/2022 22:20:21
OQRZE-16590,215.4.91.207,08-84-16-23-0A-9B,Tokyo,59,46,Windows,12/09/2021 19:52:15
UNRSY-55817,214.245.0.181,42-8C-5B-EF-F4-33,Auckland,29,22,FreeBSD,04/26/2022 23:57:26
DUXNK-28199,87.18.170.199,8E-A3-CF-31-49-90,Bangalore,80,72,FreeBSD,02/01/2023 14:26:52
KPSCX-54789,188.137.131.242,A3-4F-B5-C5-60-8B,New York,73,39,RHEL,08/06/2021 11:59:28
XKJNI-25011,33.68.71.18,C1-6E-F6-19-04-0F,Bangalore,12,23,RHEL,09/16/2021 08:04:05
ROOJD-77981,107.81.198.161,99-E0-F4-11-92-77,Tokyo,5,83,Windows,04/09/2023 21:04:45
IJNBG-69520,96.214.75.143,41-F5-BA-0D-16-6D,Tokyo,21,23,Windows,10/26/2022 08:48:52
XPGUK-54213,54.19.16.220,38-49-95-6C-97-88,Toronto,45,37,RHEL,11/30/2022 18:41:19
CQFTG-40306,213.20.53.159,A2-8C-25-4D-B2-E9,Tokyo,8,29,RHEL,06/11/2022 16:17:45
HGHBY-62908,0.28.234.78,23-01-DF-87-E7-6E,Berlin,56,69,Fedora,02/09/2021 12:39:00
PDDYC-48814,246.252.51.129,19-7A-77-5A-57-62,Bangalore,27,58,Windows,10/12/2021 15:36:06
MLCXH-32482,107.31.172.252,1B-47-4D-FF-E9-59,Berlin,65,82,Windows,07/08/2021 03:12:22
SBZAT-49282,106.113.26.125,AD-7D-15-64-70-6A,Berlin,7,74,Windows,05/24/2023 02:20:19
KRQES-72548,142.112.67.205,89-52-F1-B1-4A-09,Berlin,75,72,Windows,05/03/2023 07:39:59
HCBBQ-92954,167.238.239.127,8E-1D-26-A4-65-11,New York,47,33,RHEL,08/05/2022 15:46:56
BKGOL-33514,252.114.208.35,40-80-0F-CB-3A-A0,Toronto,19,73,RHEL,02/24/2022 21:02:57
VSTOF-95717,153.25.173.38,68-C7-D2-0A-F0-6F,London,55,72,Fedora,11/11/2022 08:13:23
HQQCZ-00888,121.208.67.47,D1-7C-9C-4C-66-3D,Tokyo,87,65,RHEL,07/24/2022 22:43:39
LRZIQ-45477,121.38.67.14,E0-2D-0E-4A-95-4B,Auckland,75,51,Fedora,09/10/2021 13:27:03
RGWGK-66098,5.111.92.75,F2-C3-15-73-F4-6E,Tokyo,30,60,Fedora,03/07/2021 13:08:35
MLPWE-40755,54.122.46.16,E7-A0-D0-7B-60-90,Auckland,32,33,Windows,03/22/2021 13:48:38
DFUMN-05233,98.236.0.121,01-26-B0-D1-3C-EC,Berlin,57,29,RHEL,06/09/2023 07:31:36
JUEHC-08067,217.236.46.197,7D-58-5B-DA-27-BE,Tokyo,80,38,Fedora,04/10/2021 17:27:12
LBXTZ-16722,246.123.38.193,0E-1B-53-51-C4-49,Auckland,85,83,RHEL,06/01/2021 18:37:54
KQPPD-90040,145.17.218.170,FE-CE-86-4D-F0-BC,Berlin,40,35,Fedora,04/12/2022 10:52:09
CUYTX-06499,64.124.190.81,6D-99-C3-10-DF-52,Tokyo,32,41,Fedora,08/12/2021 14:44:17
KGFPY-38211,95.149.214.11,3E-D7-1B-D2-1B-A5,Auckland,36,29,RHEL,02/06/2021 14:56:50
VUJYD-22836,225.183.2.110,E7-59-31-B6-8D-A0,Auckland,78,41,FreeBSD,05/09/2022 21:18:12
NHLQC-18028,242.47.212.243,6F-19-61-D5-9F-33,Tokyo,48,24,Windows,06/27/2021 15:12:10
RVSKT-60351,44.205.148.59,06-48-C4-AB-5E-B3,Toronto,35,49,Fedora,07/15/2021 02:23:22
FWIKM-59865,174.194.94.234,F6-F2-A4-F3-BF-4A,Berlin,12,24,Windows,10/09/2022 23:27:14
DQSYS-75524,23.169.213.203,A4-10-6F-50-2E-B7,Auckland,76,67,FreeBSD,04/08/2022 14:22:15
LDVMX-79314,97.245.160.27,51-07-85-9A-EA-3F,Toronto,62,84,Fedora,02/25/2021 18:04:39
ZUXRW-37553,69.191.90.53,0D-97-DF-D6-95-B3,Toronto,33,69,FreeBSD,05/28/2022 00:01:41
GGUKF-29493,53.6.238.155,29-6A-78-C9-D6-43,Bangalore,94,59,RHEL,05/30/2023 09:44:35
MPDKT-36949,102.109.144.166,67-21-1F-13-7A-D6,Berlin,53,83,Windows,11/27/2022 18:52:38
ZNFTB-88867,226.38.15.221,5C-98-B7-6B-65-88,New York,44,36,RHEL,03/01/2021 23:28:34
FHOSK-79055,135.121.52.217,B2-00-DA-02-AD-BF,London,75,63,FreeBSD,04/18/2022 20:25:39
AVGZX-11227,165.147.69.201,9A-1F-32-B2-B8-FE,Toronto,37,45,Windows,04/04/2021 19:27:16
YWQEF-69641,253.189.181.177,A5-84-FB-27-B0-A4,Bangalore,94,33,RHEL,07/19/2022 15:28:03
JHUKT-94906,25.5.177.5,AA-45-9B-EF-9C-E7,Toronto,67,64,Fedora,03/03/2023 18:52:03
BTVGL-39066,110.61.248.122,26-8C-07-70-69-17,New York,88,79,FreeBSD,10/07/2022 11:24:09
ANIOS-10210,65.20.83.82,0D-EF-97-4E-77-35,London,17,79,Fedora,04/08/2021 07:05:28
SDRNJ-10820,4.69.254.249,27-4F-1D-E6-DB-90,Auckland,5,77,RHEL,06/23/2022 03:04:47
CZYZB-08497,215.89.247.98,E3-2B-D2-62-59-72,New York,3,83,FreeBSD,03/16/2022 10:40:19
DAXID-18246,238.171.107.219,0E-98-B5-F0-67-42,New York,73,71,Fedora,08/08/2022 01:02:44
DHOSO-49927,33.249.165.89,57-81-80-AA-AD-02,New York,29,58,FreeBSD,07/31/2021 16:18:41
BBPUA-88104,5.72.183.49,E4-77-04-0F-82-8E,New York,26,64,FreeBSD,05/19/2023 22:50:30
VJRAP-08239,164.187.85.13,D9-A1-15-90-14-05,Auckland,63,72,Windows,09/05/2022 15:25:02
LOPBR-23003,151.112.229.175,1C-6C-EA-5A-E0-13,Auckland,39,75,FreeBSD,07/24/2022 08:37:38
CURKD-73069,65.2.170.238,93-71-85-7D-A8-A2,Tokyo,66,53,FreeBSD,12/06/2021 01:01:36
ZLVIQ-57606,38.70.208.44,49-A0-95-73-C5-A9,Auckland,95,79,RHEL,01/16/2021 19:30:06
VSZYS-44662,80.102.142.46,A9-04-EB-BF-0A-C9,Berlin,57,83,Windows,03/22/2021 18:08:20
XAWOP-15537,121.1.59.44,17-62-8D-6A-C1-C4,Auckland,68,22,FreeBSD,10/18/2021 10:29:03
FIFOV-01184,191.217.146.249,A5-35-39-8A-E9-A8,London,34,28,FreeBSD,12/16/2021 12:27:09
CYIRF-92926,184.134.27.42,EA-67-DE-81-CA-81,London,100,77,Fedora,05/11/2021 05:25:00
JEIVH-67325,241.106.58.116,A9-0B-E6-0A-CD-1A,Toronto,52,83,Fedora,01/21/2022 19:39:56
AUUYZ-88548,172.119.198.247,6B-6A-4D-4E-28-50,Berlin,19,26,RHEL,03/01/2022 23:53:10
BKPQU-33601,47.240.251.45,A2-3A-28-44-90-79,London,35,81,RHEL,10/20/2021 21:54:25
EWOLO-58329,118.135.12.160,2A-E8-8A-C6-50-F7,Toronto,70,70,Windows,12/04/2022 03:57:40
VBUSR-03222,160.29.110.93,39-43-B0-EF-CE-20,New York,11,38,Windows,02/19/2021 09:13:15
MEZFQ-34020,222.136.226.33,D1-C9-E2-E0-E2-DA,Berlin,37,26,FreeBSD,05/18/2021 04:10:09
DTDFC-17890,166.18.80.174,31-F6-37-CF-49-02,Berlin,97,28,FreeBSD,11/07/2021 03:49:27
TMCCL-53513,74.159.56.163,5B-E8-C6-0E-0B-29,Bangalore,33,43,Fedora,01/28/2021 09:18:59
WHTAD-02978,205.67.29.247,2E-4C-39-BE-99-E1,London,7,57,RHEL,10/12/2021 15:54:07
DWRNK-64641,165.166.255.24,5F-5D-B2-23-0F-D0,Berlin,80,54,FreeBSD,09/10/2022 00:25:04
ASIWC-89079,150.8.64.148,33-80-9C-47-0C-F5,Auckland,40,24,RHEL,03/15/2021 09:07:12
UCLSY-01980,153.216.101.113,DC-97-A7-73-00-5E,Auckland,58,71,FreeBSD,07/16/2021 22:02:07
TRCKJ-95754,171.137.169.218,4C-26-09-7D-BF-C8,Tokyo,85,52,Windows,02/11/2021 02:03:37
GADYJ-98115,226.32.19.226,FE-4C-92-0E-B1-95,New York,36,57,Fedora,09/01/2021 01:37:58
ARLIE-95204,231.231.140.89,9F-F4-BD-18-0B-6E,Toronto,49,80,Fedora,06/08/2023 04:24:13
GTEPC-09199,172.88.14.25,A2-D5-A5-A1-E0-38,London,61,77,RHEL,05/14/2021 16:28:40
GGMKQ-39531,122.229.142.81,A9-73-98-33-F9-72,Bangalore,21,32,Fedora,01/01/2022 21:50:26
VZETS-72371,194.134.35.33,1C-FA-09-10-0C-A5,Toronto,26,49,Fedora,10/09/2022 05:16:18
QICBN-28396,209.127.139.179,EB-9F-1C-5A-51-87,Bangalore,88,66,Fedora,06/27/2021 20:21:11
INYUF-92027,129.217.253.255,66-41-33-25-4F-5A,Toronto,5,64,Windows,01/29/2021 02:44:33
SQQTG-47675,58.134.21.60,B4-C9-49-48-C5-64,Auckland,91,30,Windows,01/03/2022 04:31:42
SWLPZ-05543,216.209.182.255,7E-D6-B9-8C-A2-88,London,6,47,Windows,06/16/2022 16:14:36
NRDKR-63622,215.189.111.12,DD-E3-89-9A-12-01,Tokyo,70,52,FreeBSD,05/11/2021 19:17:39
TAHOH-85478,27.44.27.31,F1-81-35-14-BB-25,London,24,60,Windows,02/07/2022 09:41:29
QEQHW-88027,116.183.162.175,A1-78-C9-BA-33-EF,New York,82,39,FreeBSD,08/09/2021 17:02:19
ZXMFM-22877,171.7.160.22,F1-04-17-D2-6D-EF,London,3,20,RHEL,02/24/2022 08:22:14
ORFQU-59451,19.193.55.88,14-FB-34-53-AF-AE,Berlin,24,47,Windows,06/07/2023 15:32:57
IHEMR-80279,14.106.38.68,F3-55-12-95-6D-40,Tokyo,34,52,Fedora,02/02/2021 00:27:10
VLOVU-90127,23.76.18.64,45-16-C0-66-70-F3,Auckland,83,58,Fedora,11/03/2021 08:51:54
WYRQA-45169,61.40.98.189,5A-2B-E3-31-04-CA,Bangalore,29,81,Fedora,08/05/2022 12:32:55
FJSFH-29870,128.114.245.237,7D-0A-A7-79-82-2E,London,66,84,FreeBSD,11/24/2022 06:51:25
TCJSL-42027,60.198.143.6,47-A3-0B-2A-F5-F3,Berlin,36,23,FreeBSD,08/13/2022 10:49:24
JAMYL-58610,48.2.38.125,3C-57-CB-76-AC-D2,Bangalore,20,57,Fedora,05/10/2022 13:50:51
IUMJM-92533,135.120.228.202,32-E2-29-B8-2A-F5,Berlin,13,84,FreeBSD,03/09/2021 18:12:39
HTXDD-48621,74.150.247.84,45-09-54-F7-D2-1A,London,7,76,FreeBSD,09/21/2022 15:54:36
TCAVG-43597,8.59.93.55,D7-08-E1-99-F6-E9,Auckland,99,60,FreeBSD,02/01/2023 13:16:38
CJOON-12926,221.52.19.193,6C-E1-CC-43-0E-8F,Auckland,93,65,RHEL,01/29/2023 01:24:51
KMOZL-91893,35.25.102.19,F2-EC-01-56-07-68,Bangalore,62,59,RHEL,01/20/2023 14:04:41
GZASF-39720,58.250.2.88,81-AC-34-E3-28-DA,Auckland,99,55,RHEL,10/08/2022 18:20:01
ERAGR-70863,147.200.161.200,D4-B8-50-DD-C1-F0,Auckland,73,65,FreeBSD,05/12/2023 04:40:25
UQOLF-23209,96.82.13.229,0F-07-07-45-93-20,London,53,34,FreeBSD,10/03/2021 11:19:18
BAEMV-75789,187.157.103.172,F6-65-5D-07-7E-28,London,16,42,Windows,10/01/2022 15:37:11
YPEIK-53226,35.54.130.201,31-03-95-A4-DC-5B,Auckland,38,33,FreeBSD,06/28/2022 01:53:04
EGNMG-45059,196.227.232.17,6F-11-DB-66-9C-C0,Bangalore,45,50,Windows,04/02/2021 20:38:44
GGRUU-01944,80.213.193.101,75-7A-D2-F7-DB-7D,Toronto,95,37,FreeBSD,03/16/2022 08:37:19
EVBPH-49345,0.72.202.35,D1-11-F9-F2-FD-AB,Toronto,88,60,Fedora,12/03/2022 18:13:18
WFRFM-83634,98.14.17.193,1B-54-C7-F3-C4-5D,Toronto,63,46,Windows,02/06/2023 14:20:29
RPIOO-00255,92.192.212.75,5C-34-54-58-CF-CB,Berlin,100,74,FreeBSD,06/06/2023 05:04:22
CEMNX-15964,196.138.213.7,D2-B8-98-FB-6B-23,Toronto,7,39,Fedora,12/08/2021 10:09:31
WSAYT-04460,148.81.253.224,4F-33-BA-D9-2C-87,Bangalore,14,82,Windows,04/12/2021 07:12:59
LFULW-80841,44.45.201.48,BA-19-52-C6-77-D0,Bangalore,71,51,Windows,09/05/2021 04:26:15
JNOFM-81598,81.64.84.142,6C-64-B9-29-25-0C,Bangalore,14,80,FreeBSD,03/23/2023 15:47:17
YGDKO-17183,62.3.43.102,C8-42-F4-6B-1D-D0,Bangalore,79,47,Windows,04/14/2022 20:18:12
FDVET-43640,169.32.203.181,18-00-C4-3D-EA-1B,London,74,64,FreeBSD,06/17/2023 18:18:38
NBXUC-39214,231.26.167.179,30-8F-80-74-56-F3,Bangalore,9,20,RHEL,05/11/2022 17:11:21
NNAER-41487,68.128.137.76,89-47-B7-7B-41-F4,New York,10,71,Fedora,02/15/2023 18:07:20
ABADD-02563,204.212.37.174,4B-9B-DF-01-10-0D,Toronto,26,23,Fedora,07/16/2021 18:28:05
CYYSZ-90490,180.241.148.238,10-A9-7B-FB-D7-E5,Tokyo,84,80,FreeBSD,10/24/2022 14:57:20
PQQEY-10566,187.97.50.230,61-CE-F6-49-A9-F6,London,90,55,Windows,02/06/2021 02:07:47
WHWUZ-22110,240.176.56.149,CD-59-05-75-90-F1,New York,78,83,RHEL,01/06/2022 04:57:09
JILEG-34802,132.8.48.113,69-4C-76-C2-75-67,New York,72,59,Windows,04/27/2023 16:10:36
OCYZX-65672,243.127.188.94,BF-AC-33-AB-F7-44,Bangalore,38,55,Windows,07/10/2021 00:29:54
VWKBW-78054,138.163.42.69,AF-0D-2D-28-AC-BE,Auckland,3,72,RHEL,03/10/2021 13:35:30
ERYJB-15744,204.81.201.136,D7-24-8A-A3-F5-B9,Auckland,6,50,Windows,04/20/2022 17:32:35
OBPGO-87797,222.58.214.31,B7-E6-4D-70-51-87,New York,26,30,Fedora,11/30/2022 08:02:04
OWVWR-31434,55.33.199.192,A7-12-94-30-41-38,Bangalore,69,35,Windows,08/14/2021 12:33:29
UVIVP-46610,59.38.11.171,A1-82-35-88-37-E6,Bangalore,97,78,Windows,06/19/2022 19:59:17
NDABL-75089,214.253.140.167,9D-D1-8F-7C-CA-80,Auckland,70,76,FreeBSD,10/25/2022 19:03:26
BHZYJ-02637,190.211.136.224,A7-66-DD-74-3A-15,Bangalore,44,58,Fedora,11/09/2022 00:10:50
YXTLU-55937,229.219.98.148,4B-7E-79-B8-B4-03,Bangalore,17,79,FreeBSD,07/06/2022 17:27:58
ICZFI-14873,79.135.83.117,47-0A-0F-CE-7D-42,Auckland,93,53,Windows,10/06/2021 05:30:18
IANNQ-36537,188.209.248.100,33-7B-93-4E-27-3B,New York,78,30,RHEL,08/23/2022 16:35:33
OHXAY-46396,164.5.221.238,E0-AA-2B-62-A2-14,Berlin,73,25,Fedora,05/18/2023 21:10:40
MRVFW-70973,131.13.208.206,50-81-77-CF-4E-F3,Tokyo,2,47,Windows,01/11/2023 15:44:26
PHWFY-11563,90.160.36.74,10-2B-A2-24-17-3C,Berlin,38,40,FreeBSD,03/03/2023 03:36:30
JNZOU-72558,214.187.14.208,0C-DE-84-E0-BD-CA,Bangalore,61,28,Fedora,08/06/2021 08:28:53
SHSXF-67359,127.213.59.26,CC-85-78-10-65-A5,London,93,21,FreeBSD,05/01/2023 17:50:52
OFWUL-43415,90.24.93.196,D7-B0-63-3C-A9-9F,Bangalore,11,60,FreeBSD,08/07/2021 00:41:55
YTGLM-28334,175.190.82.88,C6-E0-F2-FE-65-C0,Auckland,23,21,FreeBSD,08/16/2021 19:38:16
MCGIK-45978,76.36.150.2,87-9D-9A-E0-57-94,Berlin,39,34,RHEL,09/24/2022 22:51:41
EETUI-73055,112.198.1.130,05-41-18-3D-64-5B,Toronto,90,69,FreeBSD,02/13/2021 07:49:56
NBGRK-44896,193.2.217.97,16-55-C9-BF-51-C6,Auckland,38,40,RHEL,03/09/2022 00:02:58
FETMK-00924,99.175.76.72,83-50-2E-D6-4B-C7,Toronto,85,72,Windows,05/26/2021 16:38:15
JBBBF-80228,187.104.82.199,FD-FC-C3-E8-96-63,Auckland,14,79,Windows,05/07/2021 08:42:18
JCZWG-30420,251.56.128.183,5E-51-35-9D-C0-03,New York,4,55,Windows,10/03/2022 21:55:53
LPKKX-08149,109.7.46.80,47-92-20-A6-92-9C,Berlin,93,46,Windows,10/15/2022 09:30:38
PVWGD-61502,162.11.233.37,72-F1-33-D1-41-5C,Auckland,47,64,RHEL,10/21/2021 22:45:17
QQYCQ-92888,115.209.234.28,F7-9E-9C-99-72-29,London,21,63,Fedora,06/24/2021 00:49:13
WQJWG-27377,170.110.202.244,2D-69-44-EA-5F-F1,London,58,85,Windows,04/29/2022 21:31:57
QKKAM-41689,233.44.251.17,42-89-8D-8A-0E-4A,Toronto,54,71,Fedora,10/19/2021 17:48:05
TAJMB-60465,205.7.235.148,AF-C5-93-FB-12-9B,Auckland,54,80,Windows,12/15/2022 07:28:20
RRURE-79053,145.4.2.72,50-E1-D5-F3-78-06,Toronto,55,75,RHEL,10/11/2022 16:51:10
AWOPB-26580,59.185.244.126,1F-BD-6F-BA-7C-C2,London,95,37,Fedora,10/11/2022 23:54:19
QAJJO-87963,71.90.83.84,DC-B5-EC-FF-0D-8B,Toronto,81,61,FreeBSD,04/01/2021 21:41:56
NMBNJ-91065,176.161.220.36,A9-0F-6C-17-29-8D,Toronto,5,83,RHEL,03/12/2022 13:12:29
TDJBT-14288,96.16.201.175,F7-C5-5C-3B-52-F5,London,94,43,Fedora,08/09/2022 05:05:31
UNJXA-26875,2.164.126.109,D8-19-6F-30-74-0E,Auckland,52,20,RHEL,06/27/2021 17:52:37
ISMCH-26098,91.128.12.85,B3-D1-32-0B-27-C9,London,58,22,Fedora,09/29/2021 11:36:10
PYZPF-63688,20.207.62.58,3A-E3-E7-B9-AD-18,Bangalore,61,52,FreeBSD,10/30/2021 07:17:24
VHFHH-33733,127.214.211.100,55-FC-71-30-6C-8F,Tokyo,20,27,FreeBSD,02/19/2023 12:30:22
XOKQV-10763,162.150.253.238,71-00-4C-9B-19-56,Berlin,79,38,Fedora,06/04/2023 05:02:29
DJRXC-72727,102.20.52.28,69-64-DF-98-C5-F5,Tokyo,69,43,FreeBSD,09/06/2022 05:03:09
PFPWX-23442,155.203.223.47,F6-9D-D8-51-1E-D6,Berlin,5,42,Windows,11/14/2022 17:17:55
QXZIS-45507,163.64.9.200,AD-00-D4-16-06-AB,Auckland,64,21,Fedora,04/05/2022 08:03:21
EMNXF-75544,22.136.0.118,F1-DC-A4-49-75-96,Bangalore,44,23,Windows,12/19/2022 22:35:51
HYXQA-24654,149.146.247.185,4F-DA-5B-1A-FD-61,Auckland,55,35,Fedora,06/27/2022 03:21:14
IUHUQ-24367,185.107.110.104,2E-0A-D7-F6-E3-24,Tokyo,53,77,RHEL,12/05/2022 20:55:22
PYUZP-29786,199.56.100.95,6A-86-8B-1E-FD-40,Toronto,80,58,RHEL,06/07/2023 21:14:50
ZARWO-30851,233.39.150.196,8A-41-3C-3A-7D-D4,Tokyo,14,20,Windows,08/29/2022 10:03:23
UHWTX-06319,33.120.203.77,0E-8D-2A-46-BB-26,London,64,52,FreeBSD,02/11/2023 10:45:10
QRPVK-61854,12.248.208.30,10-44-CD-F9-6E-EF,Bangalore,51,20,RHEL,12/12/2021 12:41:51
XKMHC-28535,25.51.64.234,6C-25-EF-21-4C-19,Auckland,88,68,Fedora,11/15/2021 20:33:14
ECWGQ-15969,247.73.42.248,B5-A0-B7-61-54-4C,Berlin,96,58,RHEL,09/16/2022 09:07:56
TXFSK-13400,153.187.182.134,90-92-F2-DB-58-6A,London,12,25,RHEL,10/25/2021 17:47:12
GKDYF-11660,58.167.166.60,C3-02-FF-7C-CA-46,Toronto,59,32,Fedora,04/09/2023 19:39:31
RINAS-18821,106.196.130.34,4D-0E-5C-EF-CE-2F,Tokyo,75,79,FreeBSD,05/06/2023 10:24:56
LNTHR-26300,249.96.126.64,A9-43-0E-DA-56-8E,London,35,34,Fedora,06/22/2021 18:33:24
ZGJGP-34781,125.135.88.152,F2-E5-4C-52-9F-2F,Toronto,70,79,RHEL,04/20/2021 21:35:19
XXOAN-59951,240.215.55.217,C4-70-D3-91-70-15,Tokyo,31,53,Windows,10/26/2021 23:57:02
PLGZS-61547,78.35.7.232,FC-3F-BF-24-70-D7,Tokyo,6,47,Fedora,01/10/2021 01:57:24
EIBNT-92797,142.149.104.5,BC-2B-BB-ED-DB-3D,Bangalore,79,51,Fedora,09/18/2022 07:17:18
CHSGF-33379,244.31.241.52,72-6B-F3-61-7A-14,London,39,46,FreeBSD,03/19/2021 16:27:42
RACBN-67876,20.189.214.11,A3-2A-E9-8A-3F-05,Tokyo,7,68,Fedora,09/08/2022 15:33:58
UBMPJ-18612,0.196.24.175,90-86-F8-6B-FF-B7,Auckland,6,51,Windows,07/06/2021 18:42:04
MYISQ-59891,36.137.185.186,50-F6-33-B3-0F-35,Tokyo,62,76,FreeBSD,02/05/2022 05:37:19
ZHADZ-01985,45.168.191.125,F6-F7-71-47-1A-A5,Tokyo,50,72,Fedora,02/26/2022 02:14:44
ZIJHL-91460,20.162.129.218,18-2C-B1-84-87-A1,Auckland,24,46,Windows,03/29/2022 08:25:02
BHHUY-20671,5.180.179.129,4B-E1-F6-35-55-D1,New York,12,85,Fedora,04/24/2023 19:19:51
HBIYU-86928,248.55.47.195,6B-13-15-0E-C6-71,Auckland,35,48,FreeBSD,02/24/2022 05:58:43
XVZHA-88579,169.60.180.111,B2-79-EC-2B-09-E5,Auckland,25,49,Windows,01/06/2021 16:34:17
CZLXO-74130,35.220.199.43,F2-49-D3-A6-C7-89,London,97,30,Windows,08/14/2021 14:33:43
PBILU-22314,7.77.68.213,F3-D5-B7-8B-80-E0,Auckland,97,57,Fedora,08/11/2022 01:22:25
ZJUZF-15899,121.239.196.195,F5-B1-CF-9B-C9-7F,Tokyo,11,69,Windows,07/04/2022 05:22:11
MRFPJ-94538,164.118.14.87,91-CA-5A-D2-14-34,Auckland,19,21,FreeBSD,10/22/2021 02:55:24
ZSBEQ-36807,227.160.235.251,C7-3F-90-48-7E-B1,Bangalore,76,54,FreeBSD,03/25/2021 01:38:40
WKWAE-04780,112.121.156.60,15-83-40-32-A9-C0,Auckland,42,56,Windows,11/02/2022 19:00:14
RBNWJ-00808,156.102.247.181,10-74-BA-80-67-B0,Berlin,46,26,FreeBSD,04/03/2022 11:17:43
ZUSHC-99271,209.248.67.189,DB-B5-77-2E-64-59,Auckland,19,30,FreeBSD,12/12/2022 18:00:16
VOXTI-97955,26.153.247.106,15-58-26-2D-A3-14,Tokyo,3,46,FreeBSD,05/18/2022 14:37:52
VZPDK-10615,102.84.120.35,3C-74-AB-F8-4C-D6,Berlin,23,48,RHEL,11/26/2021 20:33:14
QAJXZ-91192,36.53.163.99,88-24-ED-AD-9A-E6,New York,56,33,Windows,05/14/2021 14:15:23
ZYSHF-51629,77.55.78.205,DC-57-2B-D7-14-1F,New York,4,58,FreeBSD,05/25/2022 21:36:45
TDSNL-94256,65.121.51.121,C9-77-29-2B-85-3C,Berlin,11,59,RHEL,01/13/2023 23:14:23
PSEPV-38999,156.119.222.83,E8-4E-C6-5A-77-43,Auckland,50,25,Fedora,02/16/2021 23:43:58
RXRUG-97003,132.41.76.242,0F-5C-64-E2-0C-3E,London,88,77,FreeBSD,06/15/2021 10:30:59
CJZWA-08754,224.153.67.3,91-B6-00-01-D9-06,Tokyo,3,60,RHEL,06/15/2023 03:22:42
QJUIP-56859,80.204.41.36,E4-2B-8D-50-7D-EB,Bangalore,77,82,Fedora,08/04/2021 08:04:48
NXDES-46675,10.181.238.151,59-6B-37-12-71-42,Berlin,6,45,Windows,09/23/2021 02:39:22
DTWON-40216,88.172.134.202,86-93-DC-7C-CB-82,Toronto,94,75,Windows,12/11/2021 02:09:59
YNVPC-57125,213.40.19.237,87-E3-FF-D0-4B-65,Toronto,60,58,RHEL,09/08/2021 19:31:49
LHUVS-59869,134.50.144.35,4E-B7-8C-18-6A-8B,Tokyo,99,70,Fedora,06/17/2023 17:08:02
KMBNC-10248,5.21.217.88,C2-ED-37-25-C2-A9,Auckland,20,41,Fedora,06/08/2021 06:02:52
